"","sampleID.exp","test1.exp","allP.exp","ztest1","zallP","month","june","aug","exp.adjust","exp.adjustTest1","stress"
"82","104",19440000,18850000,0.24376573414834,-1.29453479634193,"aug",0,1,1559.89743461012,19441559.8974346,-591559.897434611
"83","113",20710000,27840000,1.05079026219412,0.729562416572821,"aug",0,1,2361.4279933914,20712361.4279934,7127638.57200661
"84","114",1.9e+07,22690000,-0.035833314938387,-0.429959346109154,"aug",0,1,1766.74216555767,19001766.7421656,3688233.25783444
"85","116",18530000,29310000,-0.334495935553753,1.06053270611505,"aug",0,1,2007.72323473122,18532007.7232347,10777992.2767653
"86","137",18490000,24450000,-0.359914030925275,-0.0336955980857999,"aug",0,1,1774.49319042914,18491774.4931904,5958225.50680957
"87","138",18620000,20800000,-0.277305220967832,-0.855492575520597,"aug",0,1,1488.20179724163,18621488.2017972,2178511.79820276
"88","139",18890000,24900000,-0.105733077210068,0.0676218374883531,"aug",0,1,1879.96790316709,18891879.9679032,6008120.03209683
"89","140",17530000,22440000,-0.969948319841768,-0.486246810317017,"aug",0,1,1287.2111054486,17531287.2111054,4908712.78889455
"90","149",17660000,24710000,-0.887339509884326,0.0248433646903778,"aug",0,1,1552.91036346975,17661552.9103635,7048447.08963653
"91","151",21240000,23600000,1.38758002586676,-0.225072976392533,"aug",0,1,2193.87582802518,21242193.875828,2357806.12417198
"92","161",18690000,19450000,-0.232823554067671,-1.15944488224306,"aug",0,1,1390.35940447483,18691390.3594045,758609.640595526
"93","162",18990000,13390000,-0.0421878387812682,-2.52385301464165,"aug",0,1,1069.558534677,18991069.5585347,-5601069.55853468
"94","164",18160000,17320000,-0.569613317740319,-1.63901407729405,"aug",0,1,1092.42886142352,18161092.4288614,-841092.428861424
"95","17",18520000,23140000,-0.340850459396634,-0.328641910535001,"aug",0,1,1675.90065219589,18521675.9006522,4618324.0993478
"96","173",23760000,23310000,2.98892003427256,-0.290366434873655,"aug",0,1,2673.92928210229,23762673.9292821,-452673.929282103
"97","174",20950000,13590000,1.20329883442324,-2.47882304327536,"aug",0,1,1532.33858926483,20951532.3385893,-7361532.33858927
"98","175",18700000,24120000,-0.226469030224792,-0.107995050840178,"aug",0,1,1799.17522951644,18701799.1752295,5418200.82477048
"99","176",11940000,19560000,-4.52212714801177,-1.1346783979916,"aug",0,1,-176.043141186729,11939823.9568588,7620176.04314119
"100","18",19180000,25560000,0.0785481142334554,0.216220742997111,"aug",0,1,1947.93141838102,19181947.9314184,6378052.06858162
"101","19",18220000,13520000,-0.531486174683039,-2.49458353325356,"aug",0,1,866.994244640585,18220866.9942446,-4700866.99424464
"102","197",12320000,12870000,-4.28065524198232,-2.64093094019401,"aug",0,1,-179.26607757772,12319820.7339224,550179.266077578
"103","198",16780000,19380000,-1.44653760805778,-1.17520537222126,"aug",0,1,828.231447831039,16780828.2314478,2599171.76855217
"104","199",15310000,14030000,-2.38065261296116,-2.37975710626952,"aug",0,1,-81.6304675941367,15309918.3695324,-1279918.36953241
"105","200",17490000,21680000,-0.99536641521329,-0.65736070150892,"aug",0,1,1210.33589739958,17491210.3358974,4188789.6641026
"106","209",20120000,23550000,0.67587335546419,-0.236330469234106,"aug",0,1,1992.80017117098,20121992.8001712,3428007.19982883
"107","210",18110000,10520000,-0.60138593695472,-3.17003310374792,"aug",0,1,597.604016989158,18110597.604017,-7590597.60401699
"108","211",16810000,19500000,-1.42747403652914,-1.14818738940148,"aug",0,1,846.558241224605,16810846.5582412,2689153.44175877
"109","212",15450000,12640000,-2.29168927916084,-2.69271540726524,"aug",0,1,-102.326190232126,15449897.6738098,-2809897.67380977
"110","233",16720000,15260000,-1.48466475111506,-2.10282278236684,"aug",0,1,452.212101375663,16720452.2121014,-1460452.21210138
"111","234",16590000,23330000,-1.5672735610725,-0.285863437737026,"aug",0,1,1056.5278904339,16591056.5278904,6738943.47210957
"112","236",17910000,22500000,-0.728476413812323,-0.47273781890713,"aug",0,1,1418.38511280715,17911418.3851128,4588581.61488719
"113","245",19070000,27090000,0.00864835196177418,0.560700023949232,"aug",0,1,1989.99498014371,19071989.9949801,8018010.00501985
"114","246",19510000,27560000,0.288247401048501,0.666520456660014,"aug",0,1,2067.11944639919,19512067.1194464,8047932.8805536
"115","247",18120000,21060000,-0.595031413111839,-0.79695361274442,"aug",0,1,1354.98917737693,18121354.9891774,2938645.01082262
"116","248",18450000,24980000,-0.385332126296795,0.0856338260348696,"aug",0,1,1802.49075653662,18451802.4907565,6528197.50924346
"117","257",18670000,25480000,-0.245532601753431,0.198208754450595,"aug",0,1,1873.30617172556,18671873.3061717,6808126.69382827
"118","258",18970000,23580000,-0.0548968864670282,-0.229575973529163,"aug",0,1,1821.00454834164,18971821.0045483,4608178.99545166
"119","259",19040000,23410000,-0.010415219566867,-0.267851449190509,"aug",0,1,1824.55757294257,19041824.5575729,4368175.44242706
"120","260",18760000,17220000,-0.18834188716751,-1.66152906297719,"aug",0,1,1244.36226177375,18761244.3622618,-1541244.36226177
"121","269",18230000,16540000,-0.525131650840158,-1.81463096562258,"aug",0,1,1061.67653601292,18231061.676536,-1691061.67653601
"122","270",18840000,22740000,-0.137505696424469,-0.418701853267582,"aug",0,1,1730.43067051652,18841730.4306705,3898269.56932949
"123","271",18730000,17360000,-0.207405458696151,-1.63000808302079,"aug",0,1,1245.93532460645,18731245.9353246,-1371245.93532461
"124","272",18690000,22100000,-0.232823554067671,-0.56279776163971,"aug",0,1,1632.13840912822,18691632.1384091,3408367.86159087
"125","29",19320000,23040000,0.167511448033778,-0.351156896218146,"aug",0,1,1856.09380549592,19321856.0938055,3718143.9061945
"126","30",18830000,26250000,-0.143860220267351,0.371574144210813,"aug",0,1,1930.38890069486,18831930.3889007,7418069.61109931
"127","305",19590000,16580000,0.339083591791541,-1.80562497134932,"aug",0,1,1411.36313070192,19591411.3631307,-3011411.3631307
"128","306",18630000,23820000,-0.270950697124953,-0.175540007889614,"aug",0,1,1761.49436507169,18631761.4943651,5188238.50563493
"129","307",17610000,22090000,-0.919112129098728,-0.565049260208025,"aug",0,1,1282.62593148365,17611282.6259315,4478717.37406852
"130","308",18280000,24690000,-0.493359031625757,0.0203403675537489,"aug",0,1,1740.64229223468,18281740.6422922,6408259.35770776
"131","31",21570000,27520000,1.59727931268181,0.657514462386756,"aug",0,1,2572.00010520416,21572572.0001052,5947427.99989479
"132","317",18020000,22850000,-0.658576651540641,-0.393935369016122,"aug",0,1,1489.09784684859,18021489.0978468,4828510.90215315
"133","318",18770000,22850000,-0.181987363324631,-0.393935369016122,"aug",0,1,1720.86308662874,18771720.8630866,4078279.13691337
"134","319",18920000,21230000,-0.0866695056814271,-0.758678137083073,"aug",0,1,1621.5109349782,18921621.510935,2308378.48906502
"135","32",20010000,28530000,0.605973593192509,0.884915817786522,"aug",0,1,2225.24137086437,20012225.2413709,8517774.75862914
"136","320",18870000,24420000,-0.118442124895828,-0.0404500937907429,"aug",0,1,1851.49381176377,18871851.4938118,5548148.50618824
"137","329",18310000,21500000,-0.474295460097118,-0.697887675738581,"aug",0,1,1454.92299667108,18311454.9229967,3188545.07700333
"138","330",19700000,23010000,0.408983354063223,-0.357911391923089,"aug",0,1,1915.43207784198,19701915.4320778,3308084.56792216
"139","331",18290000,23810000,-0.487004507782878,-0.177791506457929,"aug",0,1,1668.35741559994,18291668.3574156,5518331.6425844
"140","332",18950000,22270000,-0.0676059341527882,-0.524522285978364,"aug",0,1,1721.26237003968,18951721.26237,3318278.73762996
"141","341",18840000,21110000,-0.137505696424469,-0.785696119902848,"aug",0,1,1585.96833705151,18841585.9683371,2268414.03166295
"142","342",17730000,17030000,-0.842857842984165,-1.70430753577517,"aug",0,1,954.351290513832,17730954.3512905,-700954.351290513
"143","343",16920000,20250000,-1.35757427425746,-0.979324996777896,"aug",0,1,933.423918244642,16920933.4239182,3329066.57608176
"144","344",18440000,23340000,-0.391686650139674,-0.283611939168711,"aug",0,1,1670.36465280748,18441670.3646528,4898329.63534719
"145","353",19920000,25990000,0.548782878606587,0.313035181434635,"aug",0,1,2060.94774791616,19922060.9477479,6067939.05225208
"146","354",18800000,24280000,-0.162923791795989,-0.0719710737471462,"aug",0,1,1830.18267373347,18801830.1826737,5478169.81732627
"147","355",19240000,23750000,0.116675257290735,-0.191300497867816,"aug",0,1,1879.52578705221,19241879.5257871,4508120.47421295
"148","356",18050000,23810000,-0.639513080012,-0.177791506457929,"aug",0,1,1593.5923497239,18051593.5923497,5758406.40765028
"149","365",19220000,23850000,0.103966209604975,-0.16878551218467,"aug",0,1,1881.23280108605,19221881.2328011,4628118.76719891
"150","366",14390000,22950000,-2.96526880650613,-0.371420383332977,"aug",0,1,185.693074914701,14390185.6930749,8559814.30692508
"151","367",18300000,23710000,-0.480649983939997,-0.200306492141074,"aug",0,1,1662.27267845667,18301662.2726785,5408337.72732154
"152","368",17680000,25150000,-0.874630462198566,0.123909301696216,"aug",0,1,1603.79153304651,17681603.791533,7468396.20846695
"153","377",18670000,24580000,-0.245532601753431,-0.00442611669771143,"aug",0,1,1822.72951870467,18671822.7295187,5908177.2704813
"154","378",18630000,23670000,-0.270950697124953,-0.209312486414331,"aug",0,1,1750.027257935,18631750.0272579,5038249.97274207
"155","379",18620000,21910000,-0.277305220967832,-0.605576234437686,"aug",0,1,1592.85821607128,18621592.8582161,3288407.14178393
"156","380",1.8e+07,24460000,-0.671285699226402,-0.031444099517485,"aug",0,1,1640.05547906449,18001640.0554791,6458359.94452094
"157","389",19750000,14040000,0.440755973277624,-2.37750560770121,"aug",0,1,1283.31823089526,19751283.3182309,-5711283.31823089
"158","390",18150000,19030000,-0.5759678415832,-1.25400782211227,"aug",0,1,1204.73093018885,18151204.7309302,878795.269069809
"159","391",18480000,24100000,-0.366268554768154,-0.112498047976807,"aug",0,1,1745.51746469239,18481745.5174647,5618254.48253531
"160","392",17870000,25300000,-0.753894509183843,0.157681780220934,"aug",0,1,1678.02082638282,17871678.0208264,7428321.97917362
"161","401",18490000,22220000,-0.359914030925275,-0.535779778819937,"aug",0,1,1581.41283070494,18491581.4128307,3728418.58716929
"162","402",18180000,23420000,-0.556904270054559,-0.265599950622194,"aug",0,1,1597.74421208311,18181597.7442121,5238402.25578792
"163","403",18360000,16480000,-0.442522840882717,-1.82813995703247,"aug",0,1,1092.75569147241,18361092.7556915,-1881092.75569147
"164","404",18820000,15170000,-0.150214744110229,-2.12308626948167,"aug",0,1,1131.62959555666,18821131.6295956,-3651131.62959556
"165","41",18790000,25480000,-0.169278315638871,0.198208754450595,"aug",0,1,1892.12967069582,18791892.1296707,6688107.87032931
"166","413",19540000,20930000,0.30731097257714,-0.826223094132509,"aug",0,1,1765.88834888304,19541765.8883489,1388234.11165112
"167","414",18220000,14860000,-0.531486174683039,-2.19288272509942,"aug",0,1,953.547233902803,18220953.5472339,-3360953.5472339
"168","415",16960000,22410000,-1.33215617888594,-0.493001306021961,"aug",0,1,1102.04095865426,16961102.0409587,5448897.95904135
"169","416",18240000,20390000,-0.518777126997279,-0.947804016821492,"aug",0,1,1334.91354549806,18241334.9135455,2148665.0864545
"170","42",23100000,37490000,2.56952146064247,2.90225853499633,"aug",0,1,4802.31335687255,23104802.3133569,14385197.6866431
"171","43",19050000,23460000,-0.00406069572398584,-0.256593956348936,"aug",0,1,1829.61806178414,19051829.6180618,4408170.38193822
"172","437",18690000,21900000,-0.232823554067671,-0.607827733006001,"aug",0,1,1613.58969399854,18691613.589694,3208386.410306
"173","438",18960000,18280000,-0.0612514103099071,-1.42287021473585,"aug",0,1,1372.92964306017,18961372.9296431,-681372.929643061
"174","439",18830000,14230000,-0.143860220267351,-2.33472713490323,"aug",0,1,1078.194340487,18831078.1943405,-4601078.19434049
"175","44",18630000,22970000,-0.270950697124953,-0.366917386196348,"aug",0,1,1692.50765865349,18631692.5076587,4338307.49234135
"176","440",19170000,17510000,0.0721935903905765,-1.59623560449607,"aug",0,1,1370.96919717949,19171370.9691972,-1661370.96919718
"177","449",19490000,20300000,0.275538353362739,-0.968067503936323,"aug",0,1,1703.07757876117,19491703.0775788,808296.922421239
"178","450",18870000,26220000,-0.118442124895828,0.364819648505869,"aug",0,1,1934.30319880355,18871934.3031988,7348065.6968012
"179","451",19100000,26970000,0.0277119234904153,0.533682041129458,"aug",0,1,1989.24943843111,19101989.2494384,7868010.75056157
"180","452",20030000,27430000,0.618682640878269,0.637250975271925,"aug",0,1,2155.59138459479,20032155.5913846,7397844.40861541
"181","461",17850000,25380000,-0.766603556869603,0.17569376876745,"aug",0,1,1679.2858742138,17851679.2858742,7528320.71412579
"182","462",18660000,25660000,-0.251887125596312,0.238735728680257,"aug",0,1,1880.63848034887,18661880.6384804,6998119.36151965
"183","463",19560000,26560000,0.3200200202629,0.441370599828562,"aug",0,1,2032.06988909487,19562032.0698891,6997967.93011091
"184","464",19850000,28610000,0.504301211706426,0.902927806333038,"aug",0,1,2191.9838502876,19852191.9838503,8757808.01614971
"185","473",20610000,28890000,0.987245023765316,0.965969766245845,"aug",0,1,2428.09500831544,20612428.0950083,8277571.90499169
"186","474",18850000,27260000,-0.131151172581588,0.598975499610579,"aug",0,1,1970.2926741363,18851970.2926741,8408029.70732586
"187","475",17230000,25880000,-1.16058403512817,0.288268697183176,"aug",0,1,1522.60162802368,17231522.601628,8648477.39837198
"188","476",18370000,26220000,-0.436168317039836,0.364819648505869,"aug",0,1,1861.34409489517,18371861.3440949,7848138.65590511
"189","485",19360000,27730000,0.192929543405298,0.704795932321361,"aug",0,1,2052.16337734114,19362052.1633773,8367947.83662266
"190","486",19350000,27160000,0.186575019562419,0.576460513927434,"aug",0,1,2027.440922558,19352027.4409226,7807972.55907744
"191","487",18930000,26680000,-0.0803149818385482,0.468388582648337,"aug",0,1,1958.80730136274,18931958.8073014,7748041.19269864
"192","488",20040000,27900000,0.625037164721148,0.743071407982707,"aug",0,1,2187.92779022148,20042187.9277902,7857812.07220978
"193","497",20450000,28560000,0.885572642279234,0.891670313491465,"aug",0,1,2349.15637039535,20452349.1563704,8107650.84362961
"194","53",18670000,25890000,-0.245532601753431,0.29052019575149,"aug",0,1,1893.09326542989,18671893.0932654,7218106.90673457
"195","54",19480000,25750000,0.26918382951986,0.258999215795087,"aug",0,1,1991.36086803258,19481991.360868,6268008.63913197
"196","55",19760000,24830000,0.447110497120505,0.0518613475101514,"aug",0,1,1993.08176002434,19761993.08176,5068006.91823998
"197","56",16780000,22370000,-1.44653760805778,-0.502007300295218,"aug",0,1,1042.82946643567,16781042.8294664,5588957.17053356
"198","6",18630000,25780000,-0.270950697124953,0.265753711500031,"aug",0,1,1881.75231444415,18631881.7523144,7148118.24768556
"199","7",19250000,21430000,0.123029781133617,-0.713648165716783,"aug",0,1,1732.01413048986,19251732.0141305,2178267.98586951
"200","716",20400000,29310000,0.853800023064832,1.06053270611505,"aug",0,1,2404.3704493223,20402404.3704493,8907595.62955068
"201","725",20200000,29320000,0.72670954620723,1.06278420468337,"aug",0,1,2344.09515093063,20202344.0951509,9117655.90484907
"202","726",20060000,29120000,0.637746212406908,1.01775423331708,"aug",0,1,2285.58926608,20062285.5892661,9057714.41073392
"203","727",19300000,28160000,0.154802400348018,0.801610370758885,"aug",0,1,2062.20628712518,19302062.2062871,8857937.79371287
"204","728",21210000,28180000,1.36851645433813,0.806113367895514,"aug",0,1,2536.7833878303,21212536.7833878,6967463.21661217
"205","737",19440000,27710000,0.24376573414834,0.700292935184732,"aug",0,1,2063.14557216236,19442063.1455722,8267936.85442784
"206","740",20220000,28380000,0.73941859389299,0.851143339261804,"aug",0,1,2268.68017537667,20222268.6801754,8157731.31982462
"207","749",19460000,27520000,0.2564747818341,0.657514462386756,"aug",0,1,2057.73942066037,19462057.7394207,8057942.26057934
"208","750",20580000,29210000,0.968181452236675,1.03801772043191,"aug",0,1,2450.53082711371,20582450.5308271,8627549.46917289
"209","751",19470000,27160000,0.262829305676979,0.576460513927434,"aug",0,1,2043.86026325576,19472043.8602633,7687956.13973675
"210","752",19120000,26970000,0.0404209711761754,0.533682041129458,"aug",0,1,1991.63138623223,19121991.6313862,7848008.36861377
"211","761",19880000,27840000,0.523364783235065,0.729562416572821,"aug",0,1,2148.75493890843,19882148.7549389,7957851.24506109
"212","762",20080000,24630000,0.650455260092668,0.00683137614386131,"aug",0,1,2028.46718563074,20082028.4671856,4547971.53281437
"213","763",19950000,27500000,0.567846450135226,0.653011465250127,"aug",0,1,2142.9902994337,19952142.9902994,7547857.00970057
"214","764",19400000,26660000,0.218347638776818,0.463885585511708,"aug",0,1,2014.76265333004,19402014.7626533,7257985.23734667
"215","77",22260000,4.5e+07,2.03574145784054,4.59313395980053,"aug",0,1,5092.90032307104,22265092.9003231,22734907.0996769
"216","773",19130000,27560000,0.0467754950190542,0.666520456660014,"aug",0,1,2014.52184622448,19132014.5218462,8427985.47815378
