"","sampleID.exp","test1.exp","allP.exp","ztest1","zallP","month","june","aug","exp.adjust","exp.adjustTest1","stress"
"217","774",19400000,28240000,0.218347638776818,0.819622359305401,"aug",0,1,2081.53637627916,19402081.5363763,8837918.46362372
"218","775",20480000,29590000,0.904636213807875,1.12357466602786,"aug",0,1,2457.94639564385,20482457.9463956,9107542.05360436
"219","78",17780000,23190000,-0.811085223769764,-0.317384417693428,"aug",0,1,1441.28273565268,17781441.2827357,5408558.71726435
"220","785",20520000,28520000,0.930054309179395,0.882664319218207,"aug",0,1,2366.20862362738,20522366.2086236,7997633.79137637
"221","786",19490000,26890000,0.275538353362739,0.515670052582942,"aug",0,1,2035.63364212498,19492035.6336421,7397964.36635787
"222","787",22360000,31210000,2.09928669626934,1.48831743409481,"aug",0,1,3339.75917745236,22363339.7591775,8846660.24082255
"223","788",18970000,27160000,-0.0548968864670282,0.576460513927434,"aug",0,1,1980.72129190807,18971980.7212919,8188019.27870809
"224","79",18660000,22260000,-0.251887125596312,-0.526773784546678,"aug",0,1,1637.80082916245,18661637.8008292,3598362.19917084
"225","797",19880000,28480000,0.523364783235065,0.87365832494495,"aug",0,1,2190.03789773434,19882190.0378977,8597809.96210226
"226","798",19770000,27880000,0.453465020963384,0.738568410846078,"aug",0,1,2128.81261731049,19772128.8126173,8107871.18738269
"227","799",18900000,27550000,-0.0993785533671894,0.6642689580917,"aug",0,1,1986.49088014865,18901986.4908802,8648013.50911985
"228","8",18870000,25080000,-0.118442124895828,0.108148811718014,"aug",0,1,1885.53650568892,18871885.5365057,6208114.46349431
"229","80",19590000,23830000,0.339083591791541,-0.1732885093213,"aug",0,1,1934.09992715689,19591934.0999272,4238065.90007284
"230","800",19350000,27320000,0.186575019562419,0.612484491020466,"aug",0,1,2033.77552066848,19352033.7755207,7967966.22447933
"231","809",19220000,27990000,0.103966209604975,0.763334895097538,"aug",0,1,2043.34136032387,19222043.3413603,8767956.65863968
"232","810",19730000,26440000,0.428046925591864,0.414352617008789,"aug",0,1,2051.39057227772,19732051.3905723,6707948.60942772
"233","811",20330000,28780000,0.809318356164671,0.941203281994385,"aug",0,1,2333.56887154453,20332333.5688715,8447666.43112846
"234","812",19640000,24940000,0.370856211005943,0.0766278317616118,"aug",0,1,1981.95259884455,19641981.9525988,5298018.04740116
"235","821",19060000,26790000,0.00229382811889304,0.493155066899796,"aug",0,1,1978.08535057143,19061978.0853506,7728021.91464943
"236","822",18960000,27550000,-0.0612514103099071,0.6642689580917,"aug",0,1,1993.54012441328,18961993.5401244,8588006.45987559
"237","823",19910000,24430000,0.542428354763706,-0.0381985952224288,"aug",0,1,1997.74888690191,19911997.7488869,4518002.2511131
"238","824",18750000,25820000,-0.194696411010391,0.274759705773289,"aug",0,1,1901.65706686562,18751901.6570669,7068098.34293313
"239","833",18610000,25550000,-0.283659744810713,0.213969244428797,"aug",0,1,1866.93656266168,18611866.9365627,6938133.06343734
"240","834",19840000,25270000,0.497946687863545,0.15092728451599,"aug",0,1,2019.97225910665,19842019.9722591,5427980.02774089
"241","835",19810000,27570000,0.478883116334904,0.668771955228329,"aug",0,1,2119.22675947245,19812119.2267595,7757880.77324053
"242","836",19120000,26510000,0.0404209711761754,0.430113106986991,"aug",0,1,1975.17971902916,19121975.179719,7388024.82028097
"243","845",19180000,26260000,0.0785481142334554,0.373825642779128,"aug",0,1,1973.37350371399,19181973.3735037,7078026.62649629
"244","846",18270000,26420000,-0.499713555468638,0.40984961987216,"aug",0,1,1854.66901455811,18271854.6690146,8148145.33098544
"245","847",17280000,26910000,-1.12881141591377,0.520173049719571,"aug",0,1,1645.14464845019,17281645.1446485,9628354.85535155
"246","848",18630000,26620000,-0.270950697124953,0.45487959123845,"aug",0,1,1919.20296513606,18631919.2029651,7988080.79703486
"247","857",19270000,25880000,0.135738828819377,0.288268697183176,"aug",0,1,1970.53286055673,19271970.5328606,6608029.46713944
"248","858",18700000,26010000,-0.226469030224792,0.317538178571265,"aug",0,1,1902.8893410527,18701902.8893411,7308097.11065895
"249","859",20110000,28130000,0.669518831621309,0.794855875053941,"aug",0,1,2220.90600513574,20112220.9060051,8017779.09399486
"250","860",20070000,28480000,0.644100736249789,0.87365832494495,"aug",0,1,2236.79520036057,20072236.7952004,8407763.20479964
"251","869",19870000,27760000,0.517010259392186,0.711550428026305,"aug",0,1,2141.90171543363,19872141.9017154,7887858.09828456
"252","870",18680000,28360000,-0.239178077910552,0.846640342125175,"aug",0,1,1990.11295965068,18681990.1129596,9678009.88704035
"253","871",19350000,27180000,0.186575019562419,0.580963511064063,"aug",0,1,2028.22518925071,19352028.2251892,7827971.77481075
"254","872",19550000,28770000,0.313665496420021,0.93895178342607,"aug",0,1,2137.10481708466,19552137.1048171,9217862.89518292
"255","881",21210000,28970000,1.36851645433813,0.98398175479236,"aug",0,1,2617.19240457744,21212617.1924046,7757382.80759542
"256","882",22140000,31090000,1.95948717172598,1.46129945127504,"aug",0,1,3226.95859340601,22143226.9585934,8946773.04140659
"257","883",22680000,30760000,2.30263145924151,1.38699999852066,"aug",0,1,3381.62727344791,22683381.6272734,8076618.37272655
"258","884",29810000,33460000,6.83340695921505,1.99490461196558,"aug",0,1,5130.70384459107,29815130.7038446,3644869.29615541
"259","89",19100000,26350000,0.0277119234904153,0.394089129893958,"aug",0,1,1967.08346289325,19101967.0834629,7248032.91653711
"260","893",18880000,27960000,-0.112087601052949,0.756580399392595,"aug",0,1,1998.970828672,18881998.9708287,9078001.02917133
"261","894",18050000,27120000,-0.639513080012,0.567454519654176,"aug",0,1,1854.09227237334,18051854.0922724,9068145.90772763
"262","895",19270000,27680000,0.135738828819377,0.693538439479788,"aug",0,1,2037.44672364472,19272037.4467236,8407962.55327636
"263","896",19790000,28800000,0.466174068649144,0.945706279131014,"aug",0,1,2191.10896442693,19792191.1089644,9007808.89103557
"264","9",19970000,26080000,0.580555497820986,0.333298668549466,"aug",0,1,2072.96491678507,19972072.9649168,6107927.03508322
"265","90",18910000,25780000,-0.0930240295243082,0.265753711500031,"aug",0,1,1922.03219904378,18911922.032199,6868077.96780096
"266","905",19670000,26810000,0.389919782534584,0.497658064036425,"aug",0,1,2058.28985949175,19672058.2898595,7137941.71014051
"267","906",20210000,27890000,0.733064070050111,0.740819909414393,"aug",0,1,2228.51719402411,20212228.517194,7677771.48280597
"268","907",20510000,28500000,0.923699785336516,0.878161322081579,"aug",0,1,2361.44545085152,20512361.4454508,7987638.55454915
"269","908",19410000,26130000,0.224702162619699,0.344556161391038,"aug",0,1,1996.4730120468,19411996.473012,6718003.52698795
"270","91",19850000,23880000,0.504301211706426,-0.162031016479727,"aug",0,1,1969.79067511134,19851969.7906751,4028030.20932489
"271","917",18110000,26860000,-0.60138593695472,0.508915556877998,"aug",0,1,1850.38990708383,18111850.3899071,8748149.61009292
"272","918",19210000,28010000,0.0976116857620966,0.767837892234168,"aug",0,1,2042.79074147227,19212042.7907415,8797957.20925853
"273","919",19380000,27490000,0.205638591091058,0.650759966681812,"aug",0,1,2044.86289677074,19382044.8628968,8107955.13710323
"274","92",19500000,24600000,0.28189287720562,7.68804389183066e-05,"aug",0,1,1952.06386263596,19501952.0638626,5098047.93613736
"275","920",18520000,26760000,-0.340850459396634,0.486400571194853,"aug",0,1,1910.19065047104,18521910.1906505,8238089.80934953
"276","929",18740000,26790000,-0.201050934853272,0.493155066899796,"aug",0,1,1939.95852544113,18741939.9585254,8048060.04147456
"277","930",20630000,27750000,0.999954071451076,0.70929892945799,"aug",0,1,2330.92990742471,20632330.9299074,7117669.07009257
"278","931",2e+07,28540000,0.599619069349627,0.887167316354836,"aug",0,1,2223.46367311423,20002223.4636731,8537776.53632689
"279","932",20140000,27690000,0.68858240314995,0.695789938048103,"aug",0,1,2197.21202806016,20142197.2120281,7547802.78797194
"280","953",18360000,26190000,-0.442522840882717,0.358065152800926,"aug",0,1,1857.99159568842,18361857.9915957,7828142.00840431
"281","954",18370000,27560000,-0.436168317039836,0.666520456660014,"aug",0,1,1923.44619584821,18371923.4461958,9188076.55380415
"282","955",17760000,27370000,-0.823794271455524,0.623741983862039,"aug",0,1,1812.41952052417,17761812.4195205,9608187.58047948
"283","956",18090000,26840000,-0.61409498464048,0.504412559741369,"aug",0,1,1845.57965295417,18091845.579653,8748154.42034705
"284","1013",11770000,23750000,-1.69133513175546,-0.402283692628093,"nov",0,0,1013.63602425056,11771013.6360242,11978986.3639758
"285","1014",15360000,28140000,-0.158177695627902,0.579740825355389,"nov",0,0,1991.11192434549,15361991.1119243,12778008.8880757
"286","1015",16340000,25310000,0.260344390000233,-0.0533182602694982,"nov",0,0,1966.66423084498,16341966.6642308,8968033.33576915
"287","1016",17260000,25460000,0.653242674467463,-0.0197638917734789,"nov",0,0,2058.80797697786,17262058.807977,8197941.19202302
"288","1027",14360000,23950000,-0.585241048309673,-0.357544534633401,"nov",0,0,1604.08484430171,14361604.0848443,9588395.9151557
"289","1037",16570000,27840000,0.358568961117041,0.512632088363352,"nov",0,0,2094.18265197972,16572094.182652,11267905.817348
"290","1038",16010000,24160000,0.11941348361525,-0.310568418738975,"nov",0,0,1886.43680231306,16011886.4368023,8148113.56319769
"291","1039",14760000,24530000,-0.414415707236964,-0.227800976448795,"nov",0,0,1734.4508854006,14761734.4508854,9768265.5491146
"292","1040",17200000,24470000,0.627618873306556,-0.241222723847203,"nov",0,0,2011.62496371597,17202011.6249637,7267988.37503628
"293","1049",13390000,2.5e+07,-0.99949250041099,-0.12266395516127,"nov",0,0,1489.91397806201,13391489.9139781,11608510.0860219
"294","1050",13420000,29370000,-0.986680599830537,0.854886647022743,"nov",0,0,1864.70628987504,13421864.7062899,15948135.2937101
"295","1051",14860000,25350000,-0.371709371968787,-0.0443704286705592,"nov",0,0,1810.67099490679,14861810.6709949,10488189.3290051
"296","1052",12960000,24450000,-1.18312974206415,-0.245696639646672,"nov",0,0,1334.79831702746,12961334.798317,11488665.201683
"297","1061",19230000,24810000,1.49455747925055,-0.165166155256227,"nov",0,0,2309.76138508161,19232309.7613851,5577690.23861492
"298","1062",13860000,15020000,-0.798772724650558,-2.35514793909638,"nov",0,0,837.09918491499,13860837.0991849,1159162.90081508
"299","1063",13180000,24130000,-1.08917580447416,-0.317279292438179,"nov",0,0,1355.31769558838,13181355.3176956,10948644.6823044
"300","1064",14430000,24430000,-0.555346613621949,-0.250170555446141,"nov",0,0,1663.35582464545,14431663.3558246,9998336.64417535
"301","1073",11860000,28850000,-1.6528994300141,0.738564836236545,"nov",0,0,1521.01712984003,11861521.0171298,16988478.9828702
"302","1074",12720000,23370000,-1.28562494670778,-0.487288092818007,"nov",0,0,1185.99120345678,12721185.9912035,10648814.0087965
"303","1075",11580000,25340000,-1.77247716876499,-0.0466073865702942,"nov",0,0,1097.53299039722,11581097.5329904,13758902.4670096
"304","1076",15150000,16400000,-0.247860999691074,-2.04644774893301,"nov",0,0,1159.79811692711,15151159.7981169,1248840.20188307
"305","1085",13640000,24510000,-0.892726662240547,-0.232274892248264,"nov",0,0,1498.7686040801,13641498.7686041,10868501.2313959
"306","1086",12870000,2.6e+07,-1.22156544380551,0.101031834812188,"nov",0,0,1468.21993664214,12871468.2199366,13128531.7800634
"307","1087",13190000,23080000,-1.08490517094734,-0.55215987191031,"nov",0,0,1263.26572264418,13191263.2657226,9888736.73427736
"308","1088",13460000,23050000,-0.969598065723266,-0.558870745609513,"nov",0,0,1319.33274045188,13461319.3327405,9588680.66725955
"309","1199",11710000,25090000,-1.71695893291636,-0.102531334063659,"nov",0,0,1105.87997657884,11711105.8799766,13378894.1200234
"310","1200",14650000,23660000,-0.461392676031959,-0.422416313725704,"nov",0,0,1637.55592810887,14651637.5559281,9008362.44407189
"311","1221",14080000,12230000,-0.704818787060568,-2.97925919312233,"nov",0,0,678.658223627272,14080678.6582236,-1850678.65822363
"312","1222",17060000,16030000,0.567830003931108,-2.12921519122319,"nov",0,0,1442.94628759893,17061442.9462876,-1031442.9462876
"313","1223",18370000,27750000,1.12728299594423,0.49249946726574,"nov",0,0,2382.86593039483,18372382.8659304,9377617.13406961
"314","1224",13100000,16270000,-1.1233408726887,-2.07552820162956,"nov",0,0,761.151134767072,13100761.1511348,3169238.84886523
"315","1245",14890000,24030000,-0.358897471388334,-0.339648871435524,"nov",0,0,1716.87885096495,14891716.878851,9138283.12114904
"316","1246",13240000,22090000,-1.06355200331326,-0.773618703984034,"nov",0,0,1193.36795084647,13241193.3679508,8848806.63204915
"317","1247",13810000,23250000,-0.820125892284646,-0.514131587614822,"nov",0,0,1414.82189156043,13811414.8218916,9438585.17810844
"318","1248",14030000,22760000,-0.726171954694657,-0.623742524701816,"nov",0,0,1417.63974263312,14031417.6397426,8728582.36025737
"319","1258",14210000,24570000,-0.649300551211938,-0.218853144849857,"nov",0,0,1631.05990064592,14211631.0599006,10358368.9400994
"320","1259",14270000,24380000,-0.623676750051032,-0.261355344944814,"nov",0,0,1625.77943427888,14271625.7794343,10108374.2205657
"321","1260",13980000,24410000,-0.747525122328745,-0.25464447124561,"nov",0,0,1565.8477776657,13981565.8477777,10428434.1522223
"322","1275",14710000,22630000,-0.435768874871052,-0.652822977398366,"nov",0,0,1553.16149299809,14711553.161493,7918446.838507
"323","1281",14790000,22800000,-0.401603806656511,-0.614794693102878,"nov",0,0,1586.27189777468,14791586.2718978,8008413.72810223
"324","1282",14510000,22880000,-0.521181545407407,-0.596899029905002,"nov",0,0,1533.9065217277,14511533.9065217,8368466.09347827
"325","1283",12680000,24060000,-1.30270748081505,-0.332937997736321,"nov",0,0,1235.47871586597,12681235.4787159,11378764.5212841
"326","1284",16590000,23350000,0.367110228170676,-0.491762008617476,"nov",0,0,1909.21028256552,16591909.2102826,6758090.78971743
"327","1293",13100000,24260000,-1.1233408726887,-0.288198839741629,"nov",0,0,1349.20066962975,13101349.2006696,11158650.7993304
"328","1294",14880000,23170000,-0.363168104915151,-0.532027250812698,"nov",0,0,1639.42187503463,14881639.421875,8288360.57812496
"329","1295",16530000,22240000,0.34148642700977,-0.740064335488015,"nov",0,0,1844.5427825489,16531844.5427825,5708155.45721745
"330","1296",10720000,23190000,-2.13975165207132,-0.527553335013229,"nov",0,0,739.879591854071,10720739.8795919,12469260.1204081
"331","1305",14120000,22920000,-0.687736252953298,-0.587951198306063,"nov",0,0,1452.34137680966,14121452.3413768,8798547.65862319
"332","1306",13850000,13230000,-0.803043358177376,-2.75556340314887,"nov",0,0,702.697705502879,13850702.6977055,-620702.697705504
"333","1307",14640000,2.4e+07,-0.465663309558776,-0.346359745134728,"nov",0,0,1666.5303389465,14641666.5303389,9358333.46966105
"334","1308",13850000,23140000,-0.803043358177376,-0.538738124511902,"nov",0,0,1413.3876676843,13851413.3876677,9288586.61233232
"335","1317",14620000,14180000,-0.474204576612412,-2.54305240267409,"nov",0,0,932.237380097362,14620932.2373801,-440932.237380097
"336","1320",21620000,30670000,2.51523889215998,1.14569117398824,"nov",0,0,3504.89682213628,21623504.8968221,9046495.10317786
"337","1329",16620000,10100000,0.37992212875113,-3.4557312257658,"nov",0,0,1046.37197901099,16621046.371979,-6521046.37197901
"338","1332",12660000,16790000,-1.31124874786868,-1.95920639084336,"nov",0,0,697.048469745585,12660697.0484697,4129302.95153025
"339","1341",17890000,31730000,0.922292586656978,1.3828087113601,"nov",0,0,2722.17861772749,17892722.1786177,13837277.8213823
"340","1342",14880000,28290000,-0.363168104915151,0.613295193851408,"nov",0,0,1957.56373820011,14881957.5637382,13408042.4362618
"341","1344",16360000,28930000,0.268885657053868,0.756460499434421,"nov",0,0,2127.67358806514,16362127.6735881,12567872.3264119
"342","1353",21930000,22430000,2.64762853149133,-0.697562135393058,"nov",0,0,2540.21812359085,21932540.2181236,497459.781876408
"343","1354",15770000,28770000,0.0169182789716239,0.720669173038668,"nov",0,0,2052.80924254111,15772052.8092425,12997947.1907575
"344","1355",11980000,30210000,-1.60165182769229,1.04279111060045,"nov",0,0,1690.82350446306,11981690.8235045,18228309.1764955
"345","1356",17220000,13400000,0.636160140360191,-2.71753511885339,"nov",0,0,1302.71888683223,17221302.7188868,-3821302.71888683
"346","1378",14310000,23500000,-0.606594215943761,-0.458207640121457,"nov",0,0,1549.96318771148,14311549.9631877,9188450.03681229
"347","1379",17520000,30630000,0.764279146164722,1.1367433423893,"nov",0,0,2492.16748763234,17522492.1674876,13107507.8325124
"348","1380",13520000,21590000,-0.94397426456236,-0.885466598970763,"nov",0,0,1211.75251984072,13521211.7525198,8068788.24748016
"349","1389",17080000,25890000,0.576371270984743,0.076425297915108,"nov",0,0,2058.58995939629,17082058.5899594,8807941.4100406
"350","1390",15040000,21560000,-0.294837968486069,-0.892177472669967,"nov",0,0,1522.63770987205,15041522.6377099,6518477.36229013
"351","1391",20450000,27160000,2.01557476952231,0.3605189511814,"nov",0,0,2698.66347898448,20452698.663479,6707301.33652101
"352","1424",12680000,29410000,-1.30270748081505,0.863834478621681,"nov",0,0,1757.79703774384,12681757.7970377,16728242.2029623
"353","1426",21400000,10160000,2.42128495456999,-3.44230947836739,"nov",0,0,1753.0500873482,21401753.0500873,-11241753.0500873
"354","1437",20170000,30340000,1.89599703077142,1.071871563297,"nov",0,0,3054.58484370206,20173054.5848437,10166945.4151563
"355","1440",16310000,17180000,0.24753248941978,-1.87196503275371,"nov",0,0,1399.9640975871,16311399.9640976,868600.035902414
"356","1449",12490000,18810000,-1.38384951782458,-1.50734089509698,"nov",0,0,812.284522880031,12490812.2845229,6319187.71547712
"357","1450",14870000,24340000,-0.36743873844197,-0.270303176543752,"nov",0,0,1738.57376766869,14871738.5737677,9468261.42623233
"358","1451",13380000,28930000,-1.00376313393781,0.756460499434421,"nov",0,0,1833.41059464715,13381833.4105946,15548166.5894054
"359","1452",15650000,21700000,-0.0343293233501882,-0.860860062073682,"nov",0,0,1660.05228993486,15651660.0522899,6048339.94771007
"360","1461",12590000,27620000,-1.34114318255641,0.463419014569191,"nov",0,0,1570.19586712034,12591570.1958671,15028429.8041329
"361","1462",12230000,16850000,-1.49488598952184,-1.94578464344495,"nov",0,0,589.64916463386,12230589.6491646,4619410.35083537
"362","1467",14970000,22350000,-0.324732403173792,-0.715457798590934,"nov",0,0,1581.79623113113,14971581.7962311,7378418.20376887
"363","1487",14580000,20880000,-0.491287110719683,-1.04429060985192,"nov",0,0,1367.67897941696,14581367.6789794,6298632.32102058
"364","1488",16170000,22260000,0.187743620044333,-0.735590419688545,"nov",0,0,1795.26818708637,16171795.2681871,6088204.73181291
"365","1497",14840000,14570000,-0.380250639022423,-2.45581104458444,"nov",0,0,996.665251703436,14840996.6652517,-270996.665251704
"366","1498",20860000,25540000,2.19067074412184,-0.00186822857560266,"nov",0,0,2617.10581701229,20862617.105817,4677382.89418299
"367","1499",18900000,21500000,1.35362657286557,-0.905599220068374,"nov",0,0,2067.72880192033,18902067.7288019,2597932.27119808
"368","1500",16310000,20740000,0.24753248941978,-1.0756080204482,"nov",0,0,1701.91868385106,16311701.9186838,4428298.08131615
"369","1521",13390000,18690000,-0.99949250041099,-1.53418438989379,"nov",0,0,985.958508951918,13390985.958509,5299014.04149105
"370","1523",15520000,33150000,-0.0898475591988188,1.70045673312241,"nov",0,0,2322.87781305086,15522322.8778131,17627677.122187
"371","1533",21940000,22730000,2.65189916501815,-0.63045339840102,"nov",0,0,2557.81235047703,21942557.8123505,787442.187649522
"372","1534",20050000,30650000,1.8447494284496,1.14121725818877,"nov",0,0,3077.42725943366,20053077.4272594,10596922.5727406
"373","1536",13210000,25360000,-1.07636390389371,-0.0421334707708251,"nov",0,0,1484.02994148916,13211484.0299415,12148515.9700585
"374","1543",12840000,19150000,-1.23437734438596,-1.431284326506,"nov",0,0,908.954371978495,12840908.954372,6309091.04562802
"375","1545",23100000,28270000,3.147292654129,0.608821278051939,"nov",0,0,3425.81475965517,23103425.8147597,5166574.18524034
"376","1546",11510000,23480000,-1.80237160345272,-0.462681555920926,"nov",0,0,938.998760041304,11510938.99876,11969061.00124
"377","1557",20300000,29630000,1.95151526662005,0.913047552415842,"nov",0,0,2972.58984531601,20302972.5898453,9327027.41015469
"378","1558",17390000,30530000,0.708760910316093,1.11437376339195,"nov",0,0,2451.18183387202,17392451.1818339,13137548.8181661
"379","1809",16610000,26280000,0.375651495224311,0.163666656004757,"nov",0,0,2027.96276137259,16612027.9627614,9667972.03723863
"380","1810",13900000,25080000,-0.781690190543287,-0.104768291963394,"nov",0,0,1613.5403124182,13901613.5403124,11178386.4596876
"381","1811",17300000,27720000,0.670325208574733,0.485788593566536,"nov",0,0,2187.14852712101,17302187.1485271,10417812.8514729
"382","1812",15150000,27560000,-0.247860999691074,0.449997267170783,"nov",0,0,1951.76878589194,15151951.7687859,12408048.2312141
"383","1821",17210000,28180000,0.631889506833374,0.588688656954327,"nov",0,0,2204.37276772358,17212204.3727677,10967795.6272323
"384","1823",14450000,27670000,-0.546805346568313,0.474603804067864,"nov",0,0,1891.67645618261,14451891.6764562,13218108.3235438
"385","1824",15940000,27800000,0.0895190489275249,0.503684256764413,"nov",0,0,2027.56098868628,15942027.5609887,11857972.4390113
"386","1845",15060000,26750000,-0.286296701432433,0.268803677292282,"nov",0,0,1910.22663193843,15061910.2266319,11688089.7733681
"387","1846",15200000,27460000,-0.226507832056985,0.427627688173438,"nov",0,0,1952.09174795368,15201952.091748,12258047.908252
"388","1847",16320000,27460000,0.251803122946598,0.427627688173438,"nov",0,0,2049.30871017888,16322049.3087102,11137950.6912898
"389","1848",14400000,25250000,-0.568158514202401,-0.0667400076679054,"nov",0,0,1728.6452929379,14401728.6452929,10848271.3547071
"390","499",17340000,27390000,0.687407742682004,0.411968982875295,"nov",0,0,2171.72465779576,17342171.7246578,10047828.2753422
"391","500",16650000,28030000,0.392734029331582,0.555134288458309,"nov",0,0,2113.99394034673,16652113.9939403,11377886.0060597
"392","509",1.8e+07,28070000,0.969269555451973,0.564082120057247,"nov",0,0,2338.64927175355,18002338.6492718,10067661.3507282
"393","510",15890000,28430000,0.0681658812934368,0.644612604447692,"nov",0,0,2049.45143931834,15892049.4514393,12537950.5485607
"394","511",16190000,28390000,0.196284887097968,0.635664772848754,"nov",0,0,2078.51221602464,16192078.512216,12197921.487784
"395","512",15680000,27500000,-0.0215174227697354,0.436575519772376,"nov",0,0,1993.36600588288,15681993.3660059,11818006.6339941
"396","521",14280000,28010000,-0.619406116524214,0.55066037265884,"nov",0,0,1890.39780113498,14281890.3978011,13728109.6021989
"397","523",16130000,27320000,0.170661085937061,0.396310277577153,"nov",0,0,2025.41298728499,16132025.4129873,11187974.5870127
"398","524",16080000,27230000,0.149307918302972,0.376177656479542,"nov",0,0,2017.32609013126,16082017.3260901,11147982.6739099
"399","533",17960000,26880000,0.952187021344702,0.297884129988831,"nov",0,0,2237.41063602121,17962237.410636,8917762.58936398
"400","534",17040000,27510000,0.559288736877472,0.438812477672111,"nov",0,0,2135.86214557937,17042135.8621456,10467864.1378544
"401","535",12740000,26780000,-1.27708367965414,0.275514550991486,"nov",0,0,1518.25014805516,12741518.2501481,14038481.7498519
"402","536",15290000,28480000,-0.188072130315626,0.655797393946365,"nov",0,0,1998.31546832091,15291998.3154683,13188001.6845317
"403","545",15610000,24300000,-0.0514118574574595,-0.279251008142691,"nov",0,0,1846.96147361116,15611846.9614736,8688153.03852639
"404","546",18850000,33960000,1.33227340523148,1.88165032300092,"nov",0,0,3382.65384562516,18853382.6538456,15106617.3461544
"405","547",15040000,25700000,-0.294837968486069,0.0339230978201507,"nov",0,0,1855.79538697398,15041855.795387,10658144.204613
"406","548",14650000,29660000,-0.461392676031959,0.919758426115046,"nov",0,0,1991.64209335824,14651991.6420934,15008008.3579066
"407","557",13790000,28150000,-0.828667159338282,0.581977783255123,"nov",0,0,1840.27419336133,13791840.2741934,14358159.7258066
"408","558",16380000,27980000,0.277426924107504,0.543949498959636,"nov",0,0,2079.47244355804,16382079.4724436,11597920.5275564
"409","559",15010000,27520000,-0.307649869066522,0.441049435571845,"nov",0,0,1938.20212418044,15011938.2021242,12508061.7978758
"410","560",14560000,27120000,-0.499828377773318,0.351571119582462,"nov",0,0,1876.0336091545,14561876.0336092,12558123.9663908
"411","569",16880000,26920000,0.490958600448389,0.30683196158777,"nov",0,0,2084.3258930998,16882084.3258931,10037915.6741069
"412","570",19770000,34670000,1.72517168969871,2.04047433388207,"nov",0,0,3829.71665624485,19773829.7166562,14896170.2833438
"413","571",17070000,27450000,0.572100637457926,0.425390730273703,"nov",0,0,2136.47624013753,17072136.4762401,10377863.5237599
"414","572",17360000,27700000,0.695949009735639,0.481314677767067,"nov",0,0,2195.2987007846,17362195.2987008,10337804.7012992
"415","581",17670000,27530000,0.828338649066989,0.44328639347158,"nov",0,0,2234.75733050281,17672234.7573305,9857765.2426695
"416","582",16050000,28500000,0.13649601772252,0.660271309745834,"nov",0,0,2068.78031897967,16052068.780319,12447931.219681
"417","583",17140000,30850000,0.60199507214565,1.18595641618346,"nov",0,0,2429.89405915817,17142429.8940592,13707570.1059408
"418","584",14610000,27240000,-0.47847521013923,0.378414614379276,"nov",0,0,1887.54590722195,14611887.5459072,12628112.4540928
"419","593",13600000,25700000,-0.909809196347818,0.0339230978201507,"nov",0,0,1608.2117032883,13601608.2117033,12098391.7882967
"420","594",20350000,35810000,1.97286843425413,2.29548753445181,"nov",0,0,4251.1700183065,20354251.1700183,15455748.8299817
"421","595",16690000,26160000,0.409816563438854,0.136823161207942,"nov",0,0,2030.69354100396,16692030.693541,9467969.306459
"422","596",15630000,26260000,-0.0428705904038235,0.159192740205288,"nov",0,0,1941.90196993712,15631941.9019699,10628058.0980301
"423","605",16430000,27960000,0.298780091741593,0.539475583160167,"nov",0,0,2084.08236570188,16432084.0823657,11527915.9176343
"424","606",15720000,27650000,-0.00443488866246418,0.470129888268394,"nov",0,0,2002.43473518734,15722002.4347352,11927997.5652648
"425","607",15370000,27960000,-0.153907062101085,0.539475583160167,"nov",0,0,1985.12183108902,15371985.1218311,12588014.8781689
"426","608",14880000,27850000,-0.363168104915151,0.514869046263086,"nov",0,0,1940.21476518673,14881940.2147652,12968059.7852348
"427","617",15750000,29690000,0.00837701191798866,0.92646929981425,"nov",0,0,2095.34081506081,15752095.3408151,13937904.6591849
"428","618",18600000,36030000,1.22550756706104,2.34470060824597,"nov",0,0,3768.40960314764,18603768.4096031,17426231.5903969
"429","619",16560000,26630000,0.354298327590222,0.241960182495467,"nov",0,0,2037.54542602433,16562037.545426,10067962.454574
"430","620",16010000,26710000,0.11941348361525,0.259855845693344,"nov",0,0,1991.29441310117,16011991.2944131,10698008.7055869
"431","629",16660000,24590000,0.3970046628584,-0.214379229050388,"nov",0,0,1967.16730652044,16661967.1673065,7928032.83269348
"432","630",16840000,23900000,0.473876066341119,-0.368729324132074,"nov",0,0,1956.45045273944,16841956.4504527,7058043.54954726
"433","631",16760000,27790000,0.439710998126578,0.501447298864678,"nov",0,0,2114.76540423436,16762114.7654042,11027885.2345958
"434","632",15840000,27460000,0.046812713659348,0.427627688173438,"nov",0,0,2005.3520599487,15842005.3520599,11617994.6479401
"435","641",20500000,33440000,2.0369279371564,1.76532851221472,"nov",0,0,3778.71852858335,20503778.7185286,12936221.2814714
"436","642",16360000,28810000,0.268885657053868,0.729617004637606,"nov",0,0,2120.75250624973,16362120.7525063,12447879.2474937
"437","643",15840000,27370000,0.046812713659348,0.407495067075826,"nov",0,0,2001.90082546936,15842001.9008255,11527998.0991745
"438","644",15620000,26320000,-0.0471412239306419,0.172614487603695,"nov",0,0,1943.4082221293,15621943.4082221,10698056.5917779
"439","653",16630000,24710000,0.384192762277946,-0.187535734253573,"nov",0,0,1969.12199948594,16631969.1219995,8078030.87800051
